KillerID,AgeFirstKill,AgeLastKill,YearBorn,Motive,Sex,Race,Sentence,InsanityPlea
2627,22,22,1971,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2628,29,38,1959,Robbery or financial gain,Female,Black,Death penalty,Didn't plead
2629,16,19,1986,"Gang, cult or organised crime",Male,Hispanic,Life,Didn't plead
2630,21,21,1977,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2631,21,21,1966,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2632,23,37,1948,Robbery or financial gain,Male,Black,Life,Didn't plead
2633,27,27,1962,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2634,28,34,1961,Enjoyment or power,Male,Black,Life,Didn't plead
2635,27,66,1944,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2636,23,24,1953,Enjoyment or power,Male,White,Life,Didn't plead
2637,32,32,1974,Enjoyment or power,Male,White,NA,Didn't plead
2638,26,26,1967,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2639,35,36,1954,"Gang, cult or organised crime",Male,Hispanic,Death penalty,Didn't plead
2640,27,27,1973,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2641,27,31,1947,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2642,26,26,1967,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2643,40,40,1943,Robbery or financial gain,Male,Hispanic,Death penalty,Didn't plead
2644,38,42,1955,"Gang, cult or organised crime",Male,Hispanic,Death penalty,Didn't plead
2645,33,34,1960,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2646,21,21,1975,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2647,20,20,1976,Robbery or financial gain,Male,Black,Life,Didn't plead
2648,39,39,1935,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2649,39,39,1966,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2650,20,44,1949,Robbery or financial gain,Male,White,Life,Didn't plead
2651,36,36,1950,Robbery or financial gain,Male,White,Life,Didn't plead
2652,33,33,1959,Enjoyment or power,Male,Hispanic,Death penalty,Didn't plead
2653,31,35,1949,Enjoyment or power,Male,White,Death penalty,Didn't plead
2654,36,36,1939,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2655,28,28,1938,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2656,26,26,1940,Robbery or financial gain,Male,White,Life,Didn't plead
2657,23,30,1958,Enjoyment or power,Male,White,Life,Didn't plead
2658,23,24,1964,Robbery or financial gain,Male,Hispanic,Life,Didn't plead
2659,19,20,1982,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2660,26,40,1955,Enjoyment or power,Male,White,Unknown,Didn't plead
2661,28,28,1976,Revenge or vigilante justice,Male,Black,NA,Didn't plead
2662,23,23,1955,Robbery or financial gain,Male,Black,Life,Didn't plead
2663,22,22,1956,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2664,25,25,1953,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2665,48,48,1947,Enjoyment or power,Male,Black,Life,Didn't plead
2666,25,26,1976,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2667,29,30,1974,Robbery or financial gain,Male,Black,Life,Didn't plead
2668,30,30,1959,Enjoyment or power,Male,Black,Unknown,Didn't plead
2669,37,38,1959,Enjoyment or power,Male,White,Died before trial,Didn't plead
2670,27,28,1976,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2671,34,44,1952,Enjoyment or power,Male,Black,Life,Didn't plead
2672,23,42,1946,Robbery or financial gain,Male,White,Life,NA
2673,22,37,1952,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2674,27,27,1970,Enjoyment or power,Male,White,Death penalty,Didn't plead
2675,21,21,1945,Robbery or financial gain,Male,Black,Life,Unsuccessful
2676,28,28,1938,Robbery or financial gain,Male,Black,Life,Didn't plead
2677,27,27,1956,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2678,20,21,1957,Enjoyment or power,Male,White,Life,Didn't plead
2679,24,28,1959,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2680,23,23,1968,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
2681,24,24,1959,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2682,28,29,1965,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2683,21,22,1985,Enjoyment or power,Male,Black,Life,Didn't plead
2684,18,20,1985,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2685,32,32,1962,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2686,21,23,1985,Robbery or financial gain,Male,Black,Life,Didn't plead
2687,24,24,1954,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2688,24,25,1971,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2689,60,60,1941,Unknown,Female,White,Life,Didn't plead
2690,40,43,1967,Enjoyment or power,Male,White,Death penalty,Didn't plead
2691,39,39,1957,Enjoyment or power,Male,White,Death penalty,Didn't plead
2692,24,25,1959,Enjoyment or power,Male,White,Life,Didn't plead
2693,25,25,1949,Unknown,Male,White,Life,Didn't plead
2694,32,52,1951,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2695,21,21,1975,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2696,29,32,1950,Enjoyment or power,Male,White,Life,Didn't plead
2697,33,33,1951,Enjoyment or power,Male,White,Life,Didn't plead
2698,24,30,1945,Enjoyment or power,Male,White,Life,Didn't plead
2699,36,50,1899,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2700,20,20,1947,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2701,21,36,1964,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2702,22,23,1945,Enjoyment or power,Male,White,Life,Didn't plead
2703,40,41,1955,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2704,35,59,1938,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2705,50,53,1872,Robbery or financial gain,Male,White,Life,Didn't plead
2706,32,32,1954,Enjoyment or power,Male,Black,Life,Didn't plead
2707,24,27,1946,Enjoyment or power,Male,White,Life,Unsuccessful
2708,23,57,1924,Enjoyment or power,Male,White,Life,Didn't plead
2709,31,36,1959,Enjoyment or power,Male,White,Life,Didn't plead
2710,44,44,1942,Robbery or financial gain,Female,White,Life,NA
2711,39,40,1958,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2712,26,38,1958,Enjoyment or power,Male,Native American,Life,Didn't plead
2713,23,23,1956,Robbery or financial gain,Male,Black,Life,Didn't plead
2714,26,26,1969,Robbery or financial gain,Male,Black,Life,Didn't plead
2715,35,51,1947,Enjoyment or power,Male,White,Life,Didn't plead
2716,29,39,1952,Robbery or financial gain,Male,White,Life,Didn't plead
2717,33,33,1957,Enjoyment or power,Male,Black,Life,Didn't plead
2718,27,27,1946,Enjoyment or power,Male,White,Life,Didn't plead
2719,28,31,1950,Enjoyment or power,Male,White,Life,Didn't plead
2720,25,26,1967,Enjoyment or power,Male,White,Life,Didn't plead
2721,38,48,1950,Enjoyment or power,Male,White,Life,Didn't plead
2722,26,30,1958,Robbery or financial gain,Male,Black,Life,Didn't plead
2723,43,52,1951,Robbery or financial gain,Male,White,Life,Didn't plead
2724,42,51,1952,Robbery or financial gain,Female,White,Life,Didn't plead
2725,34,34,1978,Revenge or vigilante justice,Male,White,Life,Didn't plead
2726,32,36,1937,Robbery or financial gain,Male,Black,NA,Didn't plead
2727,28,28,1967,Enjoyment or power,Male,White,Life,Didn't plead
2728,26,33,1976,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2729,40,40,1957,Enjoyment or power,Male,White,Died before trial,Didn't plead
2730,22,35,1956,Enjoyment or power,Male,White,Life,Unsuccessful
2731,26,47,1960,Enjoyment or power,Male,Black,Life,Didn't plead
2732,49,52,1904,Enjoyment or power,Male,White,Not guilty by reason of insanity,Successful
2733,26,26,1940,Enjoyment or power,Male,White,Life,Unsuccessful
2734,31,33,1948,Anger (including mission-oriented killers),Female,White,Guilty,Didn't plead
2735,53,55,1939,Enjoyment or power,Male,White,Life,Didn't plead
2736,30,30,1956,Robbery or financial gain,Male,White,Life,Didn't plead
2737,38,38,1906,Robbery or financial gain,Male,Black,Life,Didn't plead
2738,22,27,1967,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2739,43,47,1962,Revenge or vigilante justice,Male,White,Died before trial,Didn't plead
2740,41,41,1890,Enjoyment or power,Male,White,Death penalty,Didn't plead
2741,44,57,1944,Enjoyment or power,Male,White,Death penalty,Didn't plead
2742,30,31,1947,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2743,26,27,1952,Robbery or financial gain,Male,White,NA,Didn't plead
